name,html_url,git_url,forks,stars,language,size,csharp_percent,csharp_lines,commit_count,default_branch
dahall/Vanara,https://github.com/dahall/Vanara,git://github.com/dahall/Vanara.git,178,1532,C#,123015,0.9952233519244544,69423037,3079,master
castleproject/Windsor,https://github.com/castleproject/Windsor,git://github.com/castleproject/Windsor.git,461,1487,C#,104063,0.9982691177509802,3347976,8988,master
ArduPilot/MissionPlanner,https://github.com/ArduPilot/MissionPlanner,git://github.com/ArduPilot/MissionPlanner.git,2235,1486,C#,302041,0.7327146663697848,44069213,6508,master
DynamoDS/Dynamo,https://github.com/DynamoDS/Dynamo,git://github.com/DynamoDS/Dynamo.git,586,1462,C#,1994171,0.8869644796611594,18471783,31078,master
xamarin/mobile-samples,https://github.com/xamarin/mobile-samples,git://github.com/xamarin/mobile-samples.git,3032,1461,C#,188816,0.9849538080639586,2097337,1057,main
dotnet/roslyn-analyzers,https://github.com/dotnet/roslyn-analyzers,git://github.com/dotnet/roslyn-analyzers.git,451,1460,C#,101446,0.9644364341486014,16585179,11257,main
Unity-Technologies/Animation-Instancing,https://github.com/Unity-Technologies/Animation-Instancing,git://github.com/Unity-Technologies/Animation-Instancing.git,282,1456,C#,183328,0.9448240267400708,153772,46,master
Regalis11/Barotrauma,https://github.com/Regalis11/Barotrauma,git://github.com/Regalis11/Barotrauma.git,363,1445,C#,1543051,0.5991523437428304,25136010,4562,master
ppy/osu-framework,https://github.com/ppy/osu-framework,git://github.com/ppy/osu-framework.git,380,1438,C#,440223,0.9948824942270742,7019673,23990,master
TEdit/Terraria-Map-Editor,https://github.com/TEdit/Terraria-Map-Editor,git://github.com/TEdit/Terraria-Map-Editor.git,344,1434,C#,102627,0.9807144598069157,1714130,1649,main
unity3d-jp/MeshSync,https://github.com/unity3d-jp/MeshSync,git://github.com/unity3d-jp/MeshSync.git,165,1434,C#,254812,0.39437521893112987,794853,2317,dev
snozbot/fungus,https://github.com/snozbot/fungus,git://github.com/snozbot/fungus.git,265,1419,C#,248207,1.0,1697216,2627,master
Unity-Technologies/DOTS-training-samples,https://github.com/Unity-Technologies/DOTS-training-samples,git://github.com/Unity-Technologies/DOTS-training-samples.git,345,1389,C#,699424,0.9674496222792442,1078300,216,master
AdamsLair/duality,https://github.com/AdamsLair/duality,git://github.com/AdamsLair/duality.git,291,1367,C#,250747,0.999217555134135,5663696,3600,master
Unity-Technologies/InputSystem,https://github.com/Unity-Technologies/InputSystem,git://github.com/Unity-Technologies/InputSystem.git,294,1359,C#,132790,0.9886019917475038,8757682,2097,develop
itext/itext7-dotnet,https://github.com/itext/itext7-dotnet,git://github.com/itext/itext7-dotnet.git,280,1357,C#,596917,0.9538740802265284,25981192,5038,develop
digital-standard/ThreeDPoseUnityBarracuda,https://github.com/digital-standard/ThreeDPoseUnityBarracuda,git://github.com/digital-standard/ThreeDPoseUnityBarracuda.git,254,1355,C#,244372,0.9760462200401967,1735173,67,master
bcgit/bc-csharp,https://github.com/bcgit/bc-csharp,git://github.com/bcgit/bc-csharp.git,494,1353,C#,440206,0.9992588126447685,17823026,2582,master
ScutGame/Scut,https://github.com/ScutGame/Scut,git://github.com/ScutGame/Scut.git,587,1320,C#,814074,0.6489664431171217,4246619,1082,master
sabresaurus/SabreCSG,https://github.com/sabresaurus/SabreCSG,git://github.com/sabresaurus/SabreCSG.git,141,1312,C#,147015,0.9876538921884984,1791457,606,master
BleuBleu/FamiStudio,https://github.com/BleuBleu/FamiStudio,git://github.com/BleuBleu/FamiStudio.git,91,1308,C#,223163,0.7258055939049957,3548645,4832,master
itext/itextsharp,https://github.com/itext/itextsharp,git://github.com/itext/itextsharp.git,456,1304,C#,115578,0.895311614320101,11885678,1303,develop
Squalr/Squalr,https://github.com/Squalr/Squalr,git://github.com/Squalr/Squalr.git,156,1298,C#,107104,0.9979499898434676,2294300,1785,develop
mattatz/unity-voxel,https://github.com/mattatz/unity-voxel,git://github.com/mattatz/unity-voxel.git,136,1274,C#,119657,0.5576626646995981,438479,28,master
rmcrackan/Libation,https://github.com/rmcrackan/Libation,git://github.com/rmcrackan/Libation.git,83,1267,C#,139445,0.9643712673398408,1318445,2224,master
microsoft/CodeXGLUE,https://github.com/microsoft/CodeXGLUE,git://github.com/microsoft/CodeXGLUE.git,325,1239,C#,218220,0.4776043093535097,2737050,584,main
unity3d-jp/unitychan-crs,https://github.com/unity3d-jp/unitychan-crs,git://github.com/unity3d-jp/unitychan-crs.git,388,1237,C#,185104,0.6371236717419031,690363,23,master
UglyToad/PdfPig,https://github.com/UglyToad/PdfPig,git://github.com/UglyToad/PdfPig.git,180,1232,C#,119603,0.9960359666353252,5135673,1429,master
googleapis/google-api-dotnet-client,https://github.com/googleapis/google-api-dotnet-client,git://github.com/googleapis/google-api-dotnet-client.git,579,1226,C#,619009,0.9996213383160619,125470848,2834,main
microsoft/PowerApps-Samples,https://github.com/microsoft/PowerApps-Samples,git://github.com/microsoft/PowerApps-Samples.git,1535,1192,C#,578369,0.9974071707681433,464299190,1133,master
ispysoftware/iSpy,https://github.com/ispysoftware/iSpy,git://github.com/ispysoftware/iSpy.git,524,1178,C#,590034,0.9999951747246009,7253437,259,master
mono/taglib-sharp,https://github.com/mono/taglib-sharp,git://github.com/mono/taglib-sharp.git,304,1169,C#,103395,1.0,5460591,878,main
syncfusion/essential-ui-kit-for-xamarin.forms,https://github.com/syncfusion/essential-ui-kit-for-xamarin.forms,git://github.com/syncfusion/essential-ui-kit-for-xamarin.forms.git,307,1025,C#,137705,1.0,1033629,86,master
Unity-Technologies/FontainebleauDemo,https://github.com/Unity-Technologies/FontainebleauDemo,git://github.com/Unity-Technologies/FontainebleauDemo.git,257,1019,C#,746068,0.9639390267041247,629965,65,master
foxofice/sub_share,https://github.com/foxofice/sub_share,git://github.com/foxofice/sub_share.git,119,1010,C#,2545022,0.9777595291863409,71440,605,master
hermitdave/FrequencyWords,https://github.com/hermitdave/FrequencyWords,git://github.com/hermitdave/FrequencyWords.git,535,1003,C#,560264,0.9742879508640935,16180,27,master
eliasts/Ocean_Community_Next_Gen,https://github.com/eliasts/Ocean_Community_Next_Gen,git://github.com/eliasts/Ocean_Community_Next_Gen.git,172,997,C#,106355,0.7139655077199947,219785,101,master
CrazyZhang666/GTA5OnlineTools,https://github.com/CrazyZhang666/GTA5OnlineTools,git://github.com/CrazyZhang666/GTA5OnlineTools.git,122,991,C#,263378,1.0,1040085,411,main
ValveSoftware/steamvr_unity_plugin,https://github.com/ValveSoftware/steamvr_unity_plugin,git://github.com/ValveSoftware/steamvr_unity_plugin.git,264,981,C#,210303,0.9764423815170807,2041203,64,master
NethermindEth/nethermind,https://github.com/NethermindEth/nethermind,git://github.com/NethermindEth/nethermind.git,314,976,C#,352547,0.9976830424370569,16809351,7392,master
microsoft/powerapps-tools,https://github.com/microsoft/powerapps-tools,git://github.com/microsoft/powerapps-tools.git,415,975,C#,1250133,0.8154103297812114,211727,803,master
dotnet/TorchSharp,https://github.com/dotnet/TorchSharp,git://github.com/dotnet/TorchSharp.git,140,974,C#,188006,0.9047693658590127,6594502,3179,main
Unity-Technologies/SpaceshipDemo,https://github.com/Unity-Technologies/SpaceshipDemo,git://github.com/Unity-Technologies/SpaceshipDemo.git,262,965,C#,246792,0.917413943226639,1057848,79,master
Unity-Technologies/VFXToolbox,https://github.com/Unity-Technologies/VFXToolbox,git://github.com/Unity-Technologies/VFXToolbox.git,99,964,C#,275647,0.8012601373266862,356967,76,master
dnnsoftware/Dnn.Platform,https://github.com/dnnsoftware/Dnn.Platform,git://github.com/dnnsoftware/Dnn.Platform.git,742,963,C#,904349,0.6507420225062542,21596087,18224,develop
OneYoungMean/Automatic-DynamicBone,https://github.com/OneYoungMean/Automatic-DynamicBone,git://github.com/OneYoungMean/Automatic-DynamicBone.git,123,961,C#,429177,0.8922112249148866,372657,353,master
alelievr/Mixture,https://github.com/alelievr/Mixture,git://github.com/alelievr/Mixture.git,109,954,C#,525659,0.7211091048600552,819503,733,master
fo-dicom/fo-dicom,https://github.com/fo-dicom/fo-dicom,git://github.com/fo-dicom/fo-dicom.git,614,951,C#,168433,0.999797783607521,5156798,3616,development
dapr/quickstarts,https://github.com/dapr/quickstarts,git://github.com/dapr/quickstarts.git,482,951,C#,155319,0.24040430636007254,49305,1310,master
sn4k3/UVtools,https://github.com/sn4k3/UVtools,git://github.com/sn4k3/UVtools.git,96,936,C#,745373,0.9539390635826959,4000643,1220,master
microsoft/GalaxyExplorer,https://github.com/microsoft/GalaxyExplorer,git://github.com/microsoft/GalaxyExplorer.git,346,931,C#,1514893,0.9316194449916579,3991367,658,master
SolrNet/SolrNet,https://github.com/SolrNet/SolrNet,git://github.com/SolrNet/SolrNet.git,802,921,C#,125424,0.995919755372717,1806949,2038,master
Mapsui/Mapsui,https://github.com/Mapsui/Mapsui,git://github.com/Mapsui/Mapsui.git,272,898,C#,338314,0.9910285838533783,1645378,9349,master
allenai/ai2thor,https://github.com/allenai/ai2thor,git://github.com/allenai/ai2thor.git,197,892,C#,9647416,0.7820264992062219,4151121,7023,main
radioman/greatmaps,https://github.com/radioman/greatmaps,git://github.com/radioman/greatmaps.git,411,886,C#,101766,0.9710370924755986,3307196,1002,master
ikvmnet/ikvm,https://github.com/ikvmnet/ikvm,git://github.com/ikvmnet/ikvm.git,96,885,C#,191644,0.691680988753805,7298135,7367,main
Unity-Technologies/XR-Interaction-Toolkit-Examples,https://github.com/Unity-Technologies/XR-Interaction-Toolkit-Examples,git://github.com/Unity-Technologies/XR-Interaction-Toolkit-Examples.git,279,883,C#,273727,0.7788816917786406,533171,39,main
saucepleez/taskt,https://github.com/saucepleez/taskt,git://github.com/saucepleez/taskt.git,321,882,C#,265828,1.0,3583042,3380,development-branch
dotnetcore/FlubuCore,https://github.com/dotnetcore/FlubuCore,git://github.com/dotnetcore/FlubuCore.git,102,882,C#,115770,0.9915318298021529,2500090,2935,develop
Cytoid/Cytoid,https://github.com/Cytoid/Cytoid,git://github.com/Cytoid/Cytoid.git,106,881,C#,188943,0.8988054112674374,5613411,118,main
smartstore/Smartstore,https://github.com/smartstore/Smartstore,git://github.com/smartstore/Smartstore.git,331,874,C#,100575,0.6637508526199638,12936455,6644,main
machine/machine.specifications,https://github.com/machine/machine.specifications,git://github.com/machine/machine.specifications.git,184,872,C#,169312,0.9989054173534727,541166,1675,master
OfficeDev/TrainingContent,https://github.com/OfficeDev/TrainingContent,git://github.com/OfficeDev/TrainingContent.git,806,872,C#,1350845,0.49882479382412165,5777500,1996,master
googleapis/google-cloud-dotnet,https://github.com/googleapis/google-cloud-dotnet,git://github.com/googleapis/google-cloud-dotnet.git,381,872,C#,413063,0.9998156093775177,379152180,10370,main
digital-standard/ThreeDPoseTracker,https://github.com/digital-standard/ThreeDPoseTracker,git://github.com/digital-standard/ThreeDPoseTracker.git,158,864,C#,293389,0.9785960269872102,2190048,140,master
amerkoleci/Vortice.Windows,https://github.com/amerkoleci/Vortice.Windows,git://github.com/amerkoleci/Vortice.Windows.git,64,861,C#,145889,0.4881800938318758,2834957,846,main
swharden/Csharp-Data-Visualization,https://github.com/swharden/Csharp-Data-Visualization,git://github.com/swharden/Csharp-Data-Visualization.git,553,857,C#,112315,0.9011104378494394,811978,548,main
MaxwellGengYF/Unity-MPipeline,https://github.com/MaxwellGengYF/Unity-MPipeline,git://github.com/MaxwellGengYF/Unity-MPipeline.git,197,850,C#,269017,0.6614759577974298,1472337,33,master
ColinLeung-NiloCat/UnityURP-MobileScreenSpacePlanarReflection,https://github.com/ColinLeung-NiloCat/UnityURP-MobileScreenSpacePlanarReflection,git://github.com/ColinLeung-NiloCat/UnityURP-MobileScreenSpacePlanarReflection.git,142,845,C#,647948,0.7545724876777058,18524,136,master
AlbertMN/AssistantComputerControl,https://github.com/AlbertMN/AssistantComputerControl,git://github.com/AlbertMN/AssistantComputerControl.git,68,836,C#,350671,0.7527490046139536,285669,148,master
Reinisch/Darkest-Dungeon-Unity,https://github.com/Reinisch/Darkest-Dungeon-Unity,git://github.com/Reinisch/Darkest-Dungeon-Unity.git,185,825,C#,181618,0.9412829571242799,5191360,252,master
dbrizov/NaughtyCharacter,https://github.com/dbrizov/NaughtyCharacter,git://github.com/dbrizov/NaughtyCharacter.git,119,825,C#,369356,0.6433454697854729,24561,149,master
wieslawsoltes/Core2D,https://github.com/wieslawsoltes/Core2D,git://github.com/wieslawsoltes/Core2D.git,98,820,C#,541885,0.9940602659039418,1382542,10715,master
DotSpatial/DotSpatial,https://github.com/DotSpatial/DotSpatial,git://github.com/DotSpatial/DotSpatial.git,361,817,C#,255955,0.9407757441521654,15676674,1278,master
spring-projects/spring-net,https://github.com/spring-projects/spring-net,git://github.com/spring-projects/spring-net.git,373,815,C#,121058,0.9610587723995572,14212313,1830,main
Unity-Technologies/com.unity.perception,https://github.com/Unity-Technologies/com.unity.perception,git://github.com/Unity-Technologies/com.unity.perception.git,168,807,C#,335202,0.9898993515905627,2018089,1436,main
Armour/Multiplayer-FPS,https://github.com/Armour/Multiplayer-FPS,git://github.com/Armour/Multiplayer-FPS.git,271,803,C#,795326,0.9660126953755663,1690301,101,master
ErikEJ/SqlCeToolbox,https://github.com/ErikEJ/SqlCeToolbox,git://github.com/ErikEJ/SqlCeToolbox.git,174,798,C#,107197,0.9183281330622228,1740612,1130,master
De-Panther/unity-webxr-export,https://github.com/De-Panther/unity-webxr-export,git://github.com/De-Panther/unity-webxr-export.git,93,798,C#,562646,0.5703293481139571,120595,944,master
fdorg/flashdevelop,https://github.com/fdorg/flashdevelop,git://github.com/fdorg/flashdevelop.git,222,796,C#,106974,0.644773820789285,4385934,4335,development
KillzXGaming/Switch-Toolbox,https://github.com/KillzXGaming/Switch-Toolbox,git://github.com/KillzXGaming/Switch-Toolbox.git,124,795,C#,767444,0.9847905999337988,8577340,2869,master
BlazorFluentUI/BlazorFluentUI,https://github.com/BlazorFluentUI/BlazorFluentUI,git://github.com/BlazorFluentUI/BlazorFluentUI.git,118,790,C#,103341,0.5914299173330863,2131860,1263,main
TomorrowTodayLabs/NewtonVR,https://github.com/TomorrowTodayLabs/NewtonVR,git://github.com/TomorrowTodayLabs/NewtonVR.git,209,788,C#,333269,0.9941756756756757,294276,200,master
Unity-Technologies/com.unity.formats.alembic,https://github.com/Unity-Technologies/com.unity.formats.alembic,git://github.com/Unity-Technologies/com.unity.formats.alembic.git,170,774,C#,188437,0.5289455179057501,390393,1490,main
lucasassislar/nucleuscoop,https://github.com/lucasassislar/nucleuscoop,git://github.com/lucasassislar/nucleuscoop.git,177,770,C#,252271,0.7929052977461404,1311260,252,master
aestheticinteractive/Hover-UI-Kit,https://github.com/aestheticinteractive/Hover-UI-Kit,git://github.com/aestheticinteractive/Hover-UI-Kit.git,165,765,C#,213067,0.9962330036132745,615671,841,master
ArthurBrussee/Vapor,https://github.com/ArthurBrussee/Vapor,git://github.com/ArthurBrussee/Vapor.git,58,764,C#,751721,0.5886526791000593,63631,48,main
yuzhengyang/Fork,https://github.com/yuzhengyang/Fork,git://github.com/yuzhengyang/Fork.git,707,761,C#,183744,1.0,1303266,388,master
HenJigg/wpf-abp,https://github.com/HenJigg/wpf-abp,git://github.com/HenJigg/wpf-abp.git,228,758,C#,105324,1.0,356127,206,master
head-first-csharp/fourth-edition,https://github.com/head-first-csharp/fourth-edition,git://github.com/head-first-csharp/fourth-edition.git,246,753,C#,392657,0.9009265789061276,459905,270,master
laochiangx/ABP-ASP.NET-Boilerplate-Project-CMS,https://github.com/laochiangx/ABP-ASP.NET-Boilerplate-Project-CMS,git://github.com/laochiangx/ABP-ASP.NET-Boilerplate-Project-CMS.git,308,750,C#,180289,0.9503731504531704,16252087,81,master
riperiperi/FreeSO,https://github.com/riperiperi/FreeSO,git://github.com/riperiperi/FreeSO.git,84,750,C#,405630,0.7463765819158487,13775733,1959,master
FirelyTeam/firely-net-sdk,https://github.com/FirelyTeam/firely-net-sdk,git://github.com/FirelyTeam/firely-net-sdk.git,332,749,C#,1832642,0.9994870864791552,47404721,7939,develop
asus4/tf-lite-unity-sample,https://github.com/asus4/tf-lite-unity-sample,git://github.com/asus4/tf-lite-unity-sample.git,226,747,C#,181025,0.7263374262604807,402128,686,master
dilmerv/UnityARFoundationEssentials,https://github.com/dilmerv/UnityARFoundationEssentials,git://github.com/dilmerv/UnityARFoundationEssentials.git,223,742,C#,478924,0.6674415483781596,154181,72,master
Unity-Technologies/UniteAustinTechnicalPresentation,https://github.com/Unity-Technologies/UniteAustinTechnicalPresentation,git://github.com/Unity-Technologies/UniteAustinTechnicalPresentation.git,192,741,C#,1779594,0.580473628084636,804526,12,master
besley/Slickflow,https://github.com/besley/Slickflow,git://github.com/besley/Slickflow.git,232,738,C#,342607,0.4828706324057257,3283712,281,master
OpenHV/OpenHV,https://github.com/OpenHV/OpenHV,git://github.com/OpenHV/OpenHV.git,32,732,C#,163997,0.8643681836806661,605432,2268,master
WolvenKit/WolvenKit,https://github.com/WolvenKit/WolvenKit,git://github.com/WolvenKit/WolvenKit.git,153,724,C#,770556,0.993052047246663,18357438,3610,main
zhuxb711/RX-Explorer,https://github.com/zhuxb711/RX-Explorer,git://github.com/zhuxb711/RX-Explorer.git,79,722,C#,204283,0.9942859638053336,3848179,1294,master
UnityTechnologies/ATerribleKingdom,https://github.com/UnityTechnologies/ATerribleKingdom,git://github.com/UnityTechnologies/ATerribleKingdom.git,147,722,C#,176286,0.6876953658170857,178862,59,master
MoocDownloader/MoocDownloader,https://github.com/MoocDownloader/MoocDownloader,git://github.com/MoocDownloader/MoocDownloader.git,143,715,C#,104777,0.803423063092617,127353,177,main
Azure-Samples/Cognitive-Speech-TTS,https://github.com/Azure-Samples/Cognitive-Speech-TTS,git://github.com/Azure-Samples/Cognitive-Speech-TTS.git,477,713,C#,141237,0.4835369934028418,291200,440,master
mike-ward/Markdown-Edit,https://github.com/mike-ward/Markdown-Edit,git://github.com/mike-ward/Markdown-Edit.git,121,710,C#,146682,0.9827708057643928,337911,1119,master
vpnhood/VpnHood,https://github.com/vpnhood/VpnHood,git://github.com/vpnhood/VpnHood.git,120,703,C#,113637,0.9549468478602336,942332,1295,main
PixeyeHQ/actors.unity,https://github.com/PixeyeHQ/actors.unity,git://github.com/PixeyeHQ/actors.unity.git,75,703,C#,154143,1.0,366270,1236,master
PistonDevelopers/VisualRust,https://github.com/PistonDevelopers/VisualRust,git://github.com/PistonDevelopers/VisualRust.git,79,700,C#,208348,0.8767231462885084,474067,562,master
microsoft/binskim,https://github.com/microsoft/binskim,git://github.com/microsoft/binskim.git,149,698,C#,117544,0.9696215824675664,1226166,860,main
mapbox/mapbox-unity-sdk,https://github.com/mapbox/mapbox-unity-sdk,git://github.com/mapbox/mapbox-unity-sdk.git,208,693,C#,491338,0.9491624574596825,2196902,1196,develop
sharpbrowser/SharpBrowser,https://github.com/sharpbrowser/SharpBrowser,git://github.com/sharpbrowser/SharpBrowser.git,341,691,C#,643861,0.778458211698562,179999,121,master
Demigiant/demilib,https://github.com/Demigiant/demilib,git://github.com/Demigiant/demilib.git,68,688,C#,187793,0.9942782989952904,1733909,781,develop
Unity-Technologies/HLODSystem,https://github.com/Unity-Technologies/HLODSystem,git://github.com/Unity-Technologies/HLODSystem.git,115,688,C#,221470,0.9778471138845554,598594,571,master
TheMasonX/UnityPCSS,https://github.com/TheMasonX/UnityPCSS,git://github.com/TheMasonX/UnityPCSS.git,79,687,C#,107507,0.7458225306485751,144122,28,master
AdultLink/TexturePanner,https://github.com/AdultLink/TexturePanner,git://github.com/AdultLink/TexturePanner.git,93,676,C#,685443,0.522941202438821,426446,80,master
umasteeringgroup/UMA,https://github.com/umasteeringgroup/UMA,git://github.com/umasteeringgroup/UMA.git,162,672,C#,1739296,0.9919234392351811,3320060,2748,master
jamesmontemagno/Hanselman.Forms,https://github.com/jamesmontemagno/Hanselman.Forms,git://github.com/jamesmontemagno/Hanselman.Forms.git,274,670,C#,103791,0.8903431928269607,198697,335,vnext
wieslawsoltes/Dock,https://github.com/wieslawsoltes/Dock,git://github.com/wieslawsoltes/Dock.git,73,668,C#,317198,0.9872694230531456,423196,2508,master
microsoft/qsharp-compiler,https://github.com/microsoft/qsharp-compiler,git://github.com/microsoft/qsharp-compiler.git,178,665,C#,178670,0.5115554639840507,3443708,699,main
SonarSource/sonar-dotnet,https://github.com/SonarSource/sonar-dotnet,git://github.com/SonarSource/sonar-dotnet.git,222,664,C#,129650,0.8184236715228922,38244362,6393,master
Azure/azure-cosmos-dotnet-v3,https://github.com/Azure/azure-cosmos-dotnet-v3,git://github.com/Azure/azure-cosmos-dotnet-v3.git,449,663,C#,152496,0.8206659298750366,18315939,1863,master
OndrejNepozitek/Edgar-Unity,https://github.com/OndrejNepozitek/Edgar-Unity,git://github.com/OndrejNepozitek/Edgar-Unity.git,62,661,C#,126895,1.0,385544,467,master
KSP-KOS/KOS,https://github.com/KSP-KOS/KOS,git://github.com/KSP-KOS/KOS.git,230,659,C#,130060,0.9688201238908318,3165985,4683,develop
microsoft/PartsUnlimited,https://github.com/microsoft/PartsUnlimited,git://github.com/microsoft/PartsUnlimited.git,1470,656,C#,193110,0.5882705338326808,331904,297,master
CartBlanche/MonoGame-Samples,https://github.com/CartBlanche/MonoGame-Samples,git://github.com/CartBlanche/MonoGame-Samples.git,356,651,C#,611126,0.9797576869688842,5746174,312,master
mixcore/mix.core,https://github.com/mixcore/mix.core,git://github.com/mixcore/mix.core.git,173,651,C#,896551,0.9999593176314717,24358456,2954,master
SharpRepository/SharpRepository,https://github.com/SharpRepository/SharpRepository,git://github.com/SharpRepository/SharpRepository.git,163,649,C#,214245,0.9560189621191245,1366914,598,develop
mspnp/reference-architectures,https://github.com/mspnp/reference-architectures,git://github.com/mspnp/reference-architectures.git,567,640,C#,158316,0.4785026644789383,32954,1042,master
BayatGames/RedRunner,https://github.com/BayatGames/RedRunner,git://github.com/BayatGames/RedRunner.git,239,631,C#,127423,0.9649885573624396,223060,33,master
NetOfficeFw/NetOffice,https://github.com/NetOfficeFw/NetOffice,git://github.com/NetOfficeFw/NetOffice.git,138,629,C#,145671,0.9906754791137174,47421105,587,main
Taiizor/ReaLTaiizor,https://github.com/Taiizor/ReaLTaiizor,git://github.com/Taiizor/ReaLTaiizor.git,120,628,C#,219815,0.9985692290493936,4484161,947,develop
ViewFaceCore/ViewFaceCore,https://github.com/ViewFaceCore/ViewFaceCore,git://github.com/ViewFaceCore/ViewFaceCore.git,150,624,C#,310353,0.8115618512885318,321751,289,main
microsoft/Oryx,https://github.com/microsoft/Oryx,git://github.com/microsoft/Oryx.git,146,623,C#,130576,0.4243364884408369,2984869,1573,main
dukus/digiCamControl,https://github.com/dukus/digiCamControl,git://github.com/dukus/digiCamControl.git,222,619,C#,728826,0.950874256662795,4232541,1277,master
dotnet/dotnet-console-games,https://github.com/dotnet/dotnet-console-games,git://github.com/dotnet/dotnet-console-games.git,95,610,C#,108630,0.9270121403165548,1448056,791,main
microsoft/MapsSDK-Unity,https://github.com/microsoft/MapsSDK-Unity,git://github.com/microsoft/MapsSDK-Unity.git,122,609,C#,165772,0.6072382115607324,326144,183,master
RandomEngy/VidCoder,https://github.com/RandomEngy/VidCoder,git://github.com/RandomEngy/VidCoder.git,43,608,C#,887111,0.9692036808601225,1595758,1716,master
AydinAdn/MediaToolkit,https://github.com/AydinAdn/MediaToolkit,git://github.com/AydinAdn/MediaToolkit.git,199,606,C#,106503,1.0,66105,101,master
wabbajack-tools/wabbajack,https://github.com/wabbajack-tools/wabbajack,git://github.com/wabbajack-tools/wabbajack.git,112,605,C#,309320,0.9939160134858427,1669763,4320,main
AnyRPG/AnyRPGCore,https://github.com/AnyRPG/AnyRPGCore,git://github.com/AnyRPG/AnyRPGCore.git,85,604,C#,718386,0.9971691031735933,4670768,1308,master
microsoftgraph/msgraph-sdk-dotnet,https://github.com/microsoftgraph/msgraph-sdk-dotnet,git://github.com/microsoftgraph/msgraph-sdk-dotnet.git,231,604,C#,120079,0.9999047316283353,96696544,1812,dev
Primer-Learning/PrimerTools,https://github.com/Primer-Learning/PrimerTools,git://github.com/Primer-Learning/PrimerTools.git,68,603,C#,186255,0.9631380942030198,288012,49,master
OpenHogwarts/hogwarts,https://github.com/OpenHogwarts/hogwarts,git://github.com/OpenHogwarts/hogwarts.git,139,603,C#,1351598,0.7028192197998279,2338094,413,master
AutomateThePlanet/AutomateThePlanet-Learning-Series,https://github.com/AutomateThePlanet/AutomateThePlanet-Learning-Series,git://github.com/AutomateThePlanet/AutomateThePlanet-Learning-Series.git,262,602,C#,211452,0.6393536540760644,3123678,473,master
swordjoinmagic/MoBaDemo,https://github.com/swordjoinmagic/MoBaDemo,git://github.com/swordjoinmagic/MoBaDemo.git,173,600,C#,682192,0.8143807321929875,1716489,110,master
XINCGer/ColaFrameWork,https://github.com/XINCGer/ColaFrameWork,git://github.com/XINCGer/ColaFrameWork.git,139,597,C#,179956,0.8318654315986622,15676915,723,master
yangrc1234/VolumeCloud,https://github.com/yangrc1234/VolumeCloud,git://github.com/yangrc1234/VolumeCloud.git,71,594,C#,127185,0.5450882312074475,494298,111,master
microsoftgraph/msgraph-sdk-powershell,https://github.com/microsoftgraph/msgraph-sdk-powershell,git://github.com/microsoftgraph/msgraph-sdk-powershell.git,141,593,C#,673471,0.8698262662258522,4053794,3659,dev
AdultLink/VerticalDissolve,https://github.com/AdultLink/VerticalDissolve,git://github.com/AdultLink/VerticalDissolve.git,98,591,C#,221792,0.48341233879400486,416073,39,master
dotnet/dotnet-api-docs,https://github.com/dotnet/dotnet-api-docs,git://github.com/dotnet/dotnet-api-docs.git,1463,589,C#,877562,0.3329951212906261,29527076,5987,main
MicrosoftDocs/windows-dev-docs,https://github.com/MicrosoftDocs/windows-dev-docs,git://github.com/MicrosoftDocs/windows-dev-docs.git,1169,589,C#,1097868,0.7204979022850043,1163326,14479,docs
chummer5a/chummer5a,https://github.com/chummer5a/chummer5a,git://github.com/chummer5a/chummer5a.git,314,587,C#,382163,0.9550325610548379,21496189,10025,master
you-ri/LiliumToonGraph,https://github.com/you-ri/LiliumToonGraph,git://github.com/you-ri/LiliumToonGraph.git,36,586,C#,211240,0.6809606762815319,100853,227,master
microsoft/samples-for-ai,https://github.com/microsoft/samples-for-ai,git://github.com/microsoft/samples-for-ai.git,223,583,C#,188888,0.524728941022836,91614,439,master
microsoft/MixedRealityCompanionKit,https://github.com/microsoft/MixedRealityCompanionKit,git://github.com/microsoft/MixedRealityCompanionKit.git,296,579,C#,1023862,0.7770126350969573,8079086,463,master
yatt-ze/The-Collection,https://github.com/yatt-ze/The-Collection,git://github.com/yatt-ze/The-Collection.git,243,577,C#,1047158,0.7453843901175665,5019335,13,master
ModuleArt/quick-picture-viewer,https://github.com/ModuleArt/quick-picture-viewer,git://github.com/ModuleArt/quick-picture-viewer.git,57,573,C#,226222,0.7687714894454095,277475,397,master
watson-developer-cloud/unity-sdk,https://github.com/watson-developer-cloud/unity-sdk,git://github.com/watson-developer-cloud/unity-sdk.git,218,567,C#,327308,0.9498307337266417,2750176,3567,master
etodd/Lemma,https://github.com/etodd/Lemma,git://github.com/etodd/Lemma.git,71,566,C#,1278262,0.8874318637019788,7783522,1090,master
AlexWan/OsEngine,https://github.com/AlexWan/OsEngine,git://github.com/AlexWan/OsEngine.git,313,561,C#,613803,0.9920871933024572,10810667,2053,master
wokhan/WFN,https://github.com/wokhan/WFN,git://github.com/wokhan/WFN.git,93,558,C#,106621,0.9970263993138808,318528,644,master
Blecki/dwarfcorp,https://github.com/Blecki/dwarfcorp,git://github.com/Blecki/dwarfcorp.git,67,554,C#,910755,0.9700837238842585,5156546,4076,master
